SpecCode,Species,autoctr,StockCode,Locality,C_Code,FoodsRefNo,FoodI,PreyStage,FoodII,FoodIII,Commoness,CommonessII,Foodgroup,Foodname,PreySpecCode,PreySpecCodeSLB,AlphaCode,PreyTroph,PreySeTroph,TrophRefNo,PredatorStage,Locality2,Entered,Dateentered,Modified,Datemodified,Expert,Datechecked,TS
6543,Canthigaster janthinoptera,13267,6864,NA,NA,1602,plants,n.a./others,other plants,benthic algae/weeds,NA,NA,algae,unidentified filamentous algae,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,14,1992-11-17T00:00:00Z,21,1997-11-18T00:00:00Z,NA,NA,NA
6543,Canthigaster janthinoptera,13268,6864,NA,NA,1602,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,14,1992-11-17T00:00:00Z,21,1997-06-20T00:00:00Z,NA,NA,NA
6543,Canthigaster janthinoptera,13269,6864,NA,NA,1602,zoobenthos,juv./adults,cnidarians,hard corals,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,14,1992-11-17T00:00:00Z,21,1997-06-20T00:00:00Z,NA,NA,NA
6543,Canthigaster janthinoptera,13270,6864,NA,NA,1602,zoobenthos,juv./adults,echinoderms,n.a./other echinoderms,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,14,1992-11-17T00:00:00Z,309,2004-09-23T00:00:00Z,NA,NA,NA
6543,Canthigaster janthinoptera,13271,6864,NA,NA,1602,zoobenthos,juv./adults,sponges/tunicates,ascidians,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,14,1992-11-17T00:00:00Z,21,1997-06-20T00:00:00Z,NA,NA,NA
6543,Canthigaster janthinoptera,13272,6864,NA,NA,1602,zoobenthos,juv./adults,sponges/tunicates,sponges,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,14,1992-11-17T00:00:00Z,21,1997-06-20T00:00:00Z,NA,NA,NA
6543,Canthigaster janthinoptera,13273,6864,NA,NA,1602,zoobenthos,juv./adults,worms,polychaetes,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,14,1992-11-17T00:00:00Z,21,1997-06-20T00:00:00Z,NA,NA,NA
6578,Canthigaster solandri,13305,6900,NA,NA,1602,plants,n.a./others,other plants,benthic algae/weeds,NA,NA,Chlorophyta,unidentified filamentous green algae,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
6578,Canthigaster solandri,13306,6900,NA,NA,1602,plants,n.a./others,other plants,benthic algae/weeds,NA,NA,Rhodophyta,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
6578,Canthigaster solandri,13307,6900,NA,NA,1602,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
6578,Canthigaster solandri,13308,6900,NA,NA,1602,zoobenthos,juv./adults,cnidarians,hard corals,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
6578,Canthigaster solandri,13309,6900,NA,NA,1602,zoobenthos,juv./adults,echinoderms,n.a./other echinoderms,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
6578,Canthigaster solandri,13310,6900,NA,NA,1602,zoobenthos,juv./adults,mollusks,n.a./other mollusks,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
6578,Canthigaster solandri,13311,6900,NA,NA,1602,zoobenthos,juv./adults,other benth. invertebrates,n.a./other benth. Invertebrates,NA,NA,Bryozoa,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
6578,Canthigaster solandri,13312,6900,NA,NA,1602,zoobenthos,juv./adults,sponges/tunicates,ascidians,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
6544,Canthigaster valentini,13274,6866,NA,NA,1602,plants,n.a./others,other plants,benthic algae/weeds,NA,NA,Chlorophyta,unidentified filamentous green algae,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
6544,Canthigaster valentini,13275,6866,NA,NA,1602,plants,n.a./others,other plants,benthic algae/weeds,NA,NA,Phaeophyta,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
6544,Canthigaster valentini,13276,6866,NA,NA,1602,plants,n.a./others,other plants,benthic algae/weeds,NA,NA,Rhodophyta,unidentified coralline red algae,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
6544,Canthigaster valentini,13277,6866,NA,NA,1602,zoobenthos,juv./adults,cnidarians,hard corals,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
6544,Canthigaster valentini,13278,6866,NA,NA,1602,zoobenthos,juv./adults,echinoderms,n.a./other echinoderms,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
6544,Canthigaster valentini,13279,6866,NA,NA,1602,zoobenthos,juv./adults,mollusks,n.a./other mollusks,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
6544,Canthigaster valentini,13280,6866,NA,NA,1602,zoobenthos,juv./adults,other benth. invertebrates,n.a./other benth. Invertebrates,NA,NA,Bryozoa,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
6544,Canthigaster valentini,13281,6866,NA,NA,1602,zoobenthos,juv./adults,sponges/tunicates,ascidians,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
6544,Canthigaster valentini,13282,6866,NA,NA,1602,zoobenthos,juv./adults,worms,polychaetes,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
7873,Caracanthus maculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12899,Caracanthus unipinna,17247,13230,Bikini.,584,275,zoobenthos,juv./adults,benth. crust.,shrimps/prawns,NA,NA,Alpheidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Bikini,34,1997-02-18T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
1921,Carangoides ferdau,40682,2117,NA,612,37585,nekton,juv./adults,finfish,bony fish,NA,NA,Ammodytidae,Ammodytoides leptus,58285,NA,NA,NA,NA,NA,juv./adults,Locality: not stated.,309,2005-07-07T00:00:00Z,NA,2005-07-07T00:00:00Z,NA,NA,NA
1921,Carangoides ferdau,6372,2117,NA,NA,26145,nekton,juv./adults,finfish,bony fish,69,dominant ( > 50%),finfishes,unspecified finfishes,NA,NA,NA,NA,NA,NA,juv./adults,Also in Ref. 9137. Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,34,1999-12-14T00:00:00Z,574,2001-06-19T00:00:00Z,574,2001-06-19T00:00:00Z,NA
1921,Carangoides ferdau,22355,2117,NA,NA,9137,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,20,common (6-20%),crustaceans,unspecified crustaceans,NA,NA,NA,NA,NA,NA,juv./adults,Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,574,2001-06-13T00:00:00Z,NA,2001-07-01T00:00:00Z,574,2001-06-19T00:00:00Z,NA
1921,Carangoides ferdau,6373,2117,NA,840B,26145,zoobenthos,juv./adults,other benth. invertebrates,n.a./other benth. invertebrates,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,574,2001-06-13T00:00:00Z,NA,NA,NA
1909,Carangoides orthogrammus,22354,2105,NA,NA,9137,nekton,juv./adults,finfish,bony fish,69,dominant ( > 50%),finfishes,unspecified finfishes,NA,NA,NA,NA,NA,NA,juv./adults,Indo-West Pacific Region. Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,574,2001-06-13T00:00:00Z,NA,2001-06-19T00:00:00Z,574,2001-06-19T00:00:00Z,NA
1909,Carangoides orthogrammus,6362,2105,Arno and Eniwetok.,584,275,nekton,juv./adults,finfish,bony fish,NA,NA,Gobiidae,Bathygobius fuscus,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno and Eniwetok,10,1992-12-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1909,Carangoides orthogrammus,6363,2105,Arno and Eniwetok.,584,275,nekton,juv./adults,finfish,bony fish,NA,NA,Mullidae,Parupeneus trifasciatus,5988,NA,NA,NA,NA,NA,juv./adults,Locality: Arno and Eniwetok,34,1997-02-13T00:00:00Z,309,2004-09-13T00:00:00Z,NA,NA,NA
1909,Carangoides orthogrammus,6364,2105,NA,218A,28023,zoobenthos,juv./adults,benth. crust.,crabs,20,dominant ( > 50%),unidentified,unidentified sand-dwelling crabs,NA,NA,NA,NA,NA,NA,juv./adults,Also in Ref. 9137 (Indo-West Pacific Region). Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,34,2000-06-21T00:00:00Z,574,2001-06-19T00:00:00Z,574,2001-06-19T00:00:00Z,NA
1909,Carangoides orthogrammus,6365,2105,NA,NA,4887,zooplankton,juv./adults,plank. crust.,n.a./other plank. crustaceans,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,10,1992-12-07T00:00:00Z,34,1997-06-23T00:00:00Z,NA,NA,NA
1936,Caranx lugubris,6421,2132,NA,132,37413,nekton,juv./adults,finfish,bony fish,69,dominant ( > 50%),finfishes,unidentified fishes,NA,NA,NA,NA,NA,NA,juv./adults,"Food consists mainly of fishes. Also in Ref. 9137. Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000). Also Ref.  33, 42240.",574,2001-03-23T00:00:00Z,309,2004-09-21T00:00:00Z,574,2001-04-20T00:00:00Z,NA
1936,Caranx lugubris,6422,2132,NA,NA,4887,nekton,juv./adults,finfish,n.a./other finfish,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,10,1992-12-02T00:00:00Z,34,1997-06-20T00:00:00Z,NA,NA,NA
1936,Caranx lugubris,6423,2132,NA,NA,4887,zooplankton,juv./adults,plank. crust.,n.a./other plank. crustaceans,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. Also Ref. 9137.,10,1992-12-02T00:00:00Z,309,2004-09-21T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6329,2102,NA,840B,6057,nekton,juv./adults,cephalopods,squids/cuttlefish,0.04,rare (1-5%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6330,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,4.9,rare (1-5%),Acanthuridae,Acanthurus nigroris,4738,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; from < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6331,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,0.4,rare (1-5%),Acanthuridae,Naso unicornis,1265,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; from < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6332,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,0.2,rare (1-5%),Anguilliformes,unidentified eels,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; from < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6333,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,3.7,rare (1-5%),Belonidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; from < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6334,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,0.1,rare (1-5%),Blenniidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; from < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6335,2102,Arno and Eniwetok.,584,275,nekton,juv./adults,finfish,bony fish,NA,NA,Carangidae,Selar crumenophthalmus,NA,NA,NA,NA,NA,NA,adults,Locality: Arno and Eniwetok.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6336,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,0.5,rare (1-5%),Holocentridae,Neoniphon sammara,4911,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6337,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,0.4,rare (1-5%),Kyphosidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6338,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,1,rare (1-5%),Labridae,Bodianus bilunulatus,6580,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6339,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,2.8,rare (1-5%),Labridae,Thalassoma spp.,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6340,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,1.7,rare (1-5%),Labridae,Xyrichtys sp.,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,21,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6341,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,7.4,common (6-20%),Monacanthidae,Pervagor spp.,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6342,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,3.5,rare (1-5%),Mullidae,Parupeneus cyclostomus,5990,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6343,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,8,common (6-20%),Mullidae,Parupeneus multifasciatus,5993,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,21,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6344,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,0.5,rare (1-5%),Muraenidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6345,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,0.2,rare (1-5%),Ophichthidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6346,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,0.8,rare (1-5%),Pomacanthidae,Centropyge potteri,7812,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6347,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,5,rare (1-5%),Pomacentridae,Chromis spp.,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6348,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,0.7,rare (1-5%),Pomacentridae,Stegastes fasciolatus,4347,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6349,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,16,common (6-20%),Priancanthidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6350,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,19,common (6-20%),Scaridae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6351,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,0.2,rare (1-5%),Scorpaenidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6352,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,2,rare (1-5%),Synodontidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6353,2102,NA,840B,6057,nekton,juv./adults,finfish,bony fish,0.1,rare (1-5%),Tetraodontidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6354,2102,NA,840B,6057,zoobenthos,juv./adults,benth. crust.,crabs,0.14,rare (1-5%),Portunidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth. Prey includes other Brachyura.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6355,2102,NA,840B,6057,zoobenthos,juv./adults,benth. crust.,shrimps/prawns,0.14,rare (1-5%),Alpheidae,Alpheus sp.,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth. Includes @Saron@ and @Rhynchocinetes@ spp..,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6356,2102,NA,840B,6057,zoobenthos,juv./adults,benth. crust.,stomatopods,0.06,rare (1-5%),Gonodactylidae,Pseudosquilla ciliata,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6357,2102,NA,840B,6057,zoobenthos,juv./adults,benth. crust.,stomatopods,0.08,rare (1-5%),Gonodactylidae,Pseudosquilla oculata,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6358,2102,NA,840B,6057,zoobenthos,juv./adults,finfish,bony fish,0.1,rare (1-5%),Pleuronectiformes,unidentified flatfish,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,2,1991-05-07T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6359,2102,NA,840B,6057,zoobenthos,juv./adults,mollusks,gastropods,NA,NA,Cerithiidae,Bittium impendens,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. No. of fish examined=125; < 30 m depth.,34,1997-02-14T00:00:00Z,NA,1997-11-17T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6361,2102,NA,NA,30206,zooplankton,juv./adults,plank. crust.,mysids,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,2000-02-08T00:00:00Z,NA,2000-02-08T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,6360,2102,NA,NA,30206,zooplankton,larvae,fish (early stages),fish eggs/larvae,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,2000-02-08T00:00:00Z,NA,2000-02-08T00:00:00Z,NA,NA,NA
861,Carcharhinus amblyrhynchos,1474,877,NA,585,12400,nekton,juv./adults,cephalopods,squids/cuttlefish,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,"Predator size: 52-123 cm PCL. Locality includes Enewetak, Line Is., Marcus & Johnston, & the Pitcairn Group.",34,1999-10-06T00:00:00Z,NA,1999-10-06T00:00:00Z,NA,NA,NA
861,Carcharhinus amblyrhynchos,1475,877,NA,585,12400,nekton,juv./adults,finfish,bony fish,NA,NA,Acanthuridae,Acanthurus,NA,NA,NA,NA,NA,NA,juv./adults,"Predator size: 52-123 cm PCL. Locality includes Enewetak, Line Is., Marcus & Johnston, & the Pitcairn Group.",34,1999-10-06T00:00:00Z,NA,1999-10-06T00:00:00Z,NA,NA,NA
861,Carcharhinus amblyrhynchos,1476,877,NA,585,12400,nekton,juv./adults,finfish,bony fish,NA,NA,Belonidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,"Predator size: 52-123 cm PCL. Locality includes Enewetak, Line Is., Marcus & Johnston, & the Pitcairn Group.",34,1999-10-06T00:00:00Z,NA,1999-10-06T00:00:00Z,NA,NA,NA
861,Carcharhinus amblyrhynchos,1477,877,NA,585,12400,nekton,juv./adults,finfish,bony fish,NA,NA,Carangidae,Decapterus,NA,NA,NA,NA,NA,NA,juv./adults,"Predator size: 52-123 cm PCL. Locality includes Enewetak, Line Is., Marcus & Johnston, & the Pitcairn Group.",34,1999-10-06T00:00:00Z,NA,1999-10-06T00:00:00Z,NA,NA,NA
861,Carcharhinus amblyrhynchos,1478,877,NA,585,12400,nekton,juv./adults,finfish,bony fish,NA,NA,Carangidae,Trachinotus,NA,NA,NA,NA,NA,NA,juv./adults,"Predator size: 52-123 cm PCL. Locality includes Enewetak, Line Is., Marcus & Johnston, & the Pitcairn Group.",34,1999-10-06T00:00:00Z,NA,1999-10-06T00:00:00Z,NA,NA,NA
861,Carcharhinus amblyrhynchos,1479,877,NA,585,12400,nekton,juv./adults,finfish,bony fish,NA,NA,Exocoetidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,"Predator size: 52-123 cm PCL. Locality includes Enewetak, Line Is., Marcus & Johnston, & the Pitcairn Group.",34,1999-10-06T00:00:00Z,NA,1999-10-06T00:00:00Z,NA,NA,NA
861,Carcharhinus amblyrhynchos,21618,877,NA,NA,9137,nekton,juv./adults,finfish,bony fish,NA,dominant ( > 50%),finfishes,unspecified finfishes,NA,NA,NA,NA,NA,NA,juv./adults,NA,574,2001-05-22T00:00:00Z,NA,2001-05-23T00:00:00Z,574,2001-05-23T00:00:00Z,NA
861,Carcharhinus amblyrhynchos,1480,877,NA,585,12400,nekton,juv./adults,finfish,bony fish,NA,NA,Fistulariidae,Fistularia,NA,NA,NA,NA,NA,NA,juv./adults,"Predator size: 52-123 cm PCL. Locality includes Enewetak, Line Is., Marcus & Johnston, & the Pitcairn Group.",34,1999-10-06T00:00:00Z,NA,1999-10-06T00:00:00Z,NA,NA,NA
861,Carcharhinus amblyrhynchos,1481,877,NA,585,12400,nekton,juv./adults,finfish,bony fish,NA,NA,Muraenidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,"Predator size: 52-123 cm PCL. Locality includes Enewetak, Line Is., Marcus & Johnston, & the Pitcairn Group.",34,1999-10-06T00:00:00Z,NA,1999-10-06T00:00:00Z,NA,NA,NA
861,Carcharhinus amblyrhynchos,49529,877,NA,462,81697,nekton,juv./adults,finfish,n.a./other finfish,NA,dominant ( > 50%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,393,2009-08-14T00:00:00Z,NA,2009-08-14T00:00:00Z,NA,NA,NA
861,Carcharhinus amblyrhynchos,1482,877,NA,585,12400,zoobenthos,juv./adults,mollusks,octopi,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,"Predator size: 52-123 cm PCL. Locality includes Enewetak, Line Is., Marcus & Johnston, & the Pitcairn Group.",34,1999-10-06T00:00:00Z,NA,1999-10-06T00:00:00Z,NA,NA,NA
877,Carcharhinus melanopterus,21597,893,NA,NA,9137,nekton,juv./adults,cephalopods,squids/cuttlefish,19,common (6-20%),cuttlefish,unspecified cuttlefishes,NA,NA,NA,NA,NA,NA,juv./adults,Coral reefs of the Indo-Pacific Region. Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,574,2001-05-22T00:00:00Z,NA,2001-05-22T00:00:00Z,574,2001-05-22T00:00:00Z,NA
