SpecCode,Species,AutoCtr,StockCode,FamCode,PopLWRef,LengthMin,LengthMax,Type,LmaxCompare,EsQ,Number,Sex,a,aTL,b,CoeffDetermination,SEa,SEb,SDa,SDb,LCLa,UCLa,LCLb,UCLb,Method,Locality,DataRef,C_Code,Comment,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS
5836,Cantherhines dumerilii,7680,6133,517,3807,NA,NA,NA,NA,NA,NA,unsexed,0.0406,NA,2.792,0.92352,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Woleai Atoll, Yap State, 1991",3807,583,condition factor = 2.191,3,1992-06-15T00:00:00Z,NA,1994-01-31T00:00:00Z,NA,NA,NA
6635,Cantherhines pardalis,8106,6955,517,26849,7.2,12.4,TL,NA,NA,16,unsexed,0.017,0.017,3.07,0.97614,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,26849,638,NA,3,1998-06-17T00:00:00Z,NA,1998-06-17T00:00:00Z,NA,NA,NA
7835,Cantherhines sandwichiensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4278,Canthidermis maculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7840,Canthigaster amboinensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6541,Canthigaster bennetti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6543,Canthigaster janthinoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6578,Canthigaster solandri,8071,6900,448,55787,3,7.5,FL,NA,NA,10,mixed,0.02989,0.02989,2.97881,0.9801,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  10.1%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
6544,Canthigaster valentini,8049,6866,448,26587,2,8,TL,NA,NA,45,unsexed,0.0729,0.0729,2.5,0.82628,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-24T00:00:00Z,3,1998-05-22T00:00:00Z,NA,NA,NA
6544,Canthigaster valentini,8050,6866,448,55787,2,8.6,FL,NA,NA,66,mixed,0.03667,0.03667,2.94319,0.83723,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  20.9%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
7873,Caracanthus maculatus,8400,8183,267,30504,NA,NA,SL,NA,NA,1,unsexed,0.0061,0.00348,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
7873,Caracanthus maculatus,8401,8183,267,30504,3.9,3.9,TL,NA,Yes,1,unsexed,0.03372,0.03372,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
12899,Caracanthus unipinna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1921,Carangoides ferdau,4489,2117,314,1498,NA,NA,NA,NA,NA,NA,unsexed,0.13,NA,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Gulf of Aden,1498,887,NA,3,1992-09-09T00:00:00Z,NA,1995-09-14T00:00:00Z,3,1995-09-14T00:00:00Z,NA
1921,Carangoides ferdau,4490,2117,314,3605,10.8,36,SL,NA,NA,47,unsexed,0.0414,0.0226,2.85,0.9801,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Honda Bay, Palawan, 1977-78",3605,608,NA,3,1992-05-22T00:00:00Z,NA,1993-05-31T00:00:00Z,NA,NA,NA
1921,Carangoides ferdau,4491,2117,314,26587,24.5,60.5,FL,NA,NA,31,unsexed,0.0456,0.0303,2.792,0.9801,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,26587,540,NA,3,1998-05-19T00:00:00Z,NA,1998-05-19T00:00:00Z,NA,NA,NA
1921,Carangoides ferdau,4492,2117,314,55787,24.5,60.5,FL,NA,NA,31,mixed,0.03683,0.02426,2.85116,0.9801,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  6.6%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
1909,Carangoides orthogrammus,4468,2105,314,26587,28,62,FL,NA,NA,33,unsexed,0.0175,0.0127,2.994,0.98804,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-13T00:00:00Z,3,1998-05-19T00:00:00Z,NA,NA,NA
1909,Carangoides orthogrammus,4469,2105,314,55787,28,62,FL,NA,NA,34,mixed,0.01559,0.01128,3.02562,0.98804,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  6.3%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
1936,Caranx lugubris,10155,2132,314,3084,24,76,FL,NA,NA,320,unsexed,0.0198,0.01175,3.001,0.9801,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,3084,580,NA,3,1992-03-28T00:00:00Z,65,2011-07-15T00:00:00Z,NA,NA,NA
1936,Caranx lugubris,4531,2132,314,5525,NA,NA,NA,NA,NA,NA,unsexed,0.0105,NA,3.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,160,548,NA,3,1993-06-13T00:00:00Z,3,1995-09-18T00:00:00Z,NA,NA,NA
1936,Caranx lugubris,4532,2132,314,11824,32,78,FL,NA,NA,630,unsexed,0.0251,0.01532,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Northeast coast,11984,076,NA,3,1996-09-28T00:00:00Z,NA,2011-11-10T00:00:00Z,NA,NA,NA
1936,Caranx lugubris,4533,2132,NA,55642,42,73,TL,NA,NA,48,Unsexed,0.0187,NA,2.9,0.966,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Central coast, 1993-2000",55642,076,NA,564,2009-11-13T00:00:00Z,3,2010-04-29T00:00:00Z,NA,NA,NA
1936,Caranx lugubris,4534,2132,NA,55642,32.7,61.5,SL,NA,NA,48,Unsexed,0.0572,NA,2.794,0.982,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Central coast, 1993-2000",55642,076,NA,564,2009-11-13T00:00:00Z,3,2010-04-29T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,4460,2102,314,3605,6.5,33.5,SL,NA,NA,51,unsexed,0.0244,0.01525,2.98,0.996,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Honda Bay, Palawan, 1977-78",3605,608,NA,3,1992-05-22T00:00:00Z,NA,1993-03-31T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,4461,2102,314,3678,NA,NA,FL,NA,NA,NA,unsexed,0.0237,0.01874,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,3670,710,NA,3,1992-05-31T00:00:00Z,3,1995-09-18T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,4463,2102,314,6057,NA,NA,SL,NA,NA,149,unsexed,0.0269,NA,2.974,0.99,NA,NA,NA,NA,NA,NA,NA,NA,type II linear regression,Northwestern Islands,6057,840B,NA,3,1993-08-30T00:00:00Z,3,2012-03-29T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,4462,2102,314,7279,9.3,71,FL,NA,NA,24,unsexed,0.0242,0.01663,2.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Northwestern,4560,840b,NA,3,1992-08-25T00:00:00Z,3,2012-03-29T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,4464,2102,314,26587,5.5,54,FL,NA,NA,29,unsexed,0.0235,0.01855,2.92,0.998,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-13T00:00:00Z,3,1998-05-19T00:00:00Z,NA,NA,NA
1906,Caranx melampygus,4465,2102,314,55787,5.5,54,FL,NA,NA,25,mixed,0.0234,0.01847,2.91799,0.998,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  6.9%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
861,Carcharhinus amblyrhynchos,2309,877,11,26587,45.1,120,TL,NA,NA,54,unsexed,0.00878,0.00878,3.05,0.9044,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,26587,540,Update of estimate in Ref. 5525.,3,1998-05-16T00:00:00Z,NA,1998-05-17T00:00:00Z,NA,NA,NA
861,Carcharhinus amblyrhynchos,2310,877,11,55787,45.1,120,FL,NA,NA,54,mixed,0.00227,0.00133,3.37266,0.9044,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  9.3%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
877,Carcharhinus melanopterus,2336,893,11,7205,81,125,TL,NA,Yes,94,mixed,3.3e-4,3.3e-4,3.649,0.9604,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Darwin Harbour and N. Territory coast, 1982/86",7205,036,NA,3,1994-07-03T00:00:00Z,3,2011-10-05T00:00:00Z,NA,NA,NA
5458,Centropyge bispinosa,7282,5728,460,26587,2,11.5,TL,Yes,NA,110,unsexed,0.131,0.131,2.26,0.93316,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-17T00:00:00Z,3,1998-05-22T00:00:00Z,NA,NA,NA
5458,Centropyge bispinosa,7283,5728,460,55787,2,11.5,FL,NA,NA,117,mixed,0.09195,0.09195,2.45799,0.9293,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  15.3%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
7813,Centropyge fisheri,8370,8123,460,30840,6.2,8.4,TL,yes,NA,3,unsexed,0.0545,0.0545,2.59,0.998,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,3,2012-03-30T00:00:00Z,NA,NA,NA
5457,Centropyge flavissima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5665,Centropyge heraldi,7556,5958,460,30504,NA,NA,SL,NA,NA,1,unsexed,0.00449,0.0024,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5665,Centropyge heraldi,7557,5958,460,30504,9.4,9.4,TL,NA,NA,1,unsexed,0.02769,0.02769,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
7814,Centropyge loriculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5666,Paracentropyge multifasciata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6396,Cephalopholis argus,7925,6717,289,26587,25.5,44,TL,NA,NA,13,unsexed,0.0186,0.0186,2.987,0.94868,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-13T00:00:00Z,3,1998-05-22T00:00:00Z,NA,NA,NA
6396,Cephalopholis argus,7926,6717,289,26849,4.2,18.6,TL,NA,NA,14,unsexed,0.0166,0.0166,3.0148,0.96432,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,26849,638,NA,3,1998-06-17T00:00:00Z,3,1998-06-17T00:00:00Z,NA,NA,NA
6396,Cephalopholis argus,7927,6717,289,48600,8.1,29.8,TL,NA,NA,69,unsexed,0.00678,0.00678,3.274,0.9799,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Lakshadweep lagoons, 1993-97",48600,356,NA,3,2003-09-24T00:00:00Z,NA,2003-09-24T00:00:00Z,NA,NA,NA
6396,Cephalopholis argus,7928,6717,289,55787,21.5,44,FL,NA,NA,15,mixed,0.00929,0.00929,3.18074,0.97614,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  7.2%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
6453,Cephalopholis sexmaculata,7981,6775,NA,82366,NA,NA,SL,NA,NA,NA,unsexed,0.0268,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,"Lihir Island group (seamount), 1999-2002",82366,598,"L-W based on mean lengths and mean weights of 18 specimens (Table 1, Ref. 82366).",3,2009-10-01T00:00:00Z,NA,2009-10-01T00:00:00Z,NA,NA,NA
6456,Cephalopholis urodeta,7985,6778,289,5525,NA,NA,NA,NA,NA,NA,unsexed,0.0138,NA,3.173,0.9722,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,2290,540,NA,3,1993-06-13T00:00:00Z,3,1995-09-18T00:00:00Z,NA,NA,NA
6456,Cephalopholis urodeta,7986,6778,289,55787,15,25.5,FL,NA,NA,17,mixed,0.02822,0.02822,2.81775,0.90821,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  8.4%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
66097,Cetoscarus ocellatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5557,Chaetodon auriga,7420,5847,343,26587,4.5,19,TL,NA,NA,74,unsexed,0.0312,0.0312,2.953,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-17T00:00:00Z,3,1998-05-22T00:00:00Z,NA,NA,NA
5557,Chaetodon auriga,7421,5847,343,52323,NA,NA,TL,NA,NA,NA,mixed,0.023,0.023,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Presumably Philippines.,NA,608,NA,1,2005-12-08T00:00:00Z,NA,2005-12-08T00:00:00Z,NA,NA,NA
5557,Chaetodon auriga,7422,5847,343,55787,2.4,19,FL,NA,NA,246,mixed,0.0404,0.0404,2.82943,0.98406,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  10.3%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5559,Chaetodon bennetti,7424,5849,343,55787,3,12.6,FL,NA,NA,20,mixed,0.03839,0.03839,2.88508,0.98804,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  7.9%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5561,Chaetodon citrinellus,7425,5851,343,26587,3.1,10,TL,NA,NA,40,unsexed,0.0409,0.0409,2.791,0.97614,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-17T00:00:00Z,3,1998-05-22T00:00:00Z,NA,NA,NA
5561,Chaetodon citrinellus,7426,5851,343,55787,3,10.5,FL,NA,NA,74,mixed,0.0353,0.0353,2.83414,0.9722,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  9.6%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5562,Chaetodon ephippium,7427,5852,343,52323,NA,NA,TL,NA,NA,NA,mixed,0.023,0.023,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Presumably Philippines.,NA,608,NA,1,2005-12-12T00:00:00Z,NA,2005-12-12T00:00:00Z,NA,NA,NA
5562,Chaetodon ephippium,7428,5852,343,55787,3.4,17.5,FL,NA,NA,63,mixed,0.02249,0.02249,3.06092,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  6.7%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5565,Chaetodon lunula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14300,Chaetodon lunulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5567,Chaetodon mertensii,7432,5857,343,26587,7,10,TL,NA,NA,13,unsexed,0.00422,0.00422,3.808,0.97614,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-17T00:00:00Z,3,1998-05-22T00:00:00Z,NA,NA,NA
5567,Chaetodon mertensii,7433,5857,343,55787,7,10,FL,NA,NA,15,mixed,0.0043,0.0043,3.79338,0.96629,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  5.4%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
6550,Chaetodon ornatissimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6606,Chaetodon pelewensis,8086,6926,343,26587,5,9,TL,NA,NA,20,unsexed,0.0385,0.0385,2.872,0.96629,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-17T00:00:00Z,3,1998-05-22T00:00:00Z,NA,NA,NA
6606,Chaetodon pelewensis,8087,6926,343,55787,5,9,FL,NA,NA,26,mixed,0.01533,0.01533,3.29659,0.93509,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  11.2%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5572,Chaetodon quadrimaculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5574,Chaetodon reticulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12537,Chaetodon trichrous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5578,Chaetodon trifascialis,7435,5868,343,26587,3,14,TL,NA,NA,12,unsexed,0.0468,0.0468,2.758,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,26587,540,NA,3,1998-05-21T00:00:00Z,NA,1998-05-22T00:00:00Z,NA,NA,NA
5578,Chaetodon trifascialis,7436,5868,343,55787,3,14,FL,NA,NA,23,mixed,0.02578,0.02578,2.96908,0.97023,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  10.2%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5580,Chaetodon ulietensis,7441,5870,343,55787,3.3,12.1,FL,NA,NA,36,mixed,0.03114,0.03114,2.87412,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  6.9%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5581,Chaetodon unimaculatus,7442,5871,343,55787,4.5,18,FL,NA,NA,13,mixed,0.0533,0.0533,2.83328,0.996,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  5.2%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5582,Chaetodon vagabundus,7443,5872,343,55787,4,14,FL,NA,NA,65,mixed,0.02776,0.02776,2.97346,0.9801,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  6.4%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
80,Chanos chanos,443,95,98,4886,NA,NA,NA,NA,NA,45,unsexed,0.00266,NA,3.462,0.9025,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Hopeia pond,NA,840B,adults,3,1992-11-21T00:00:00Z,NA,1993-02-25T00:00:00Z,NA,NA,NA
80,Chanos chanos,444,95,98,4886,NA,NA,NA,NA,NA,27,unsexed,0.00442,NA,3.112,0.9409,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Tigbauan,NA,608,adults,3,1992-11-21T00:00:00Z,NA,1993-04-26T00:00:00Z,NA,NA,NA
80,Chanos chanos,445,95,98,4886,NA,NA,NA,NA,NA,48,unsexed,0.00682,NA,3.025,0.9604,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Karimun Jawa,NA,360,adults,3,1992-11-21T00:00:00Z,NA,1993-04-26T00:00:00Z,NA,NA,NA
80,Chanos chanos,446,95,98,4886,NA,NA,NA,NA,NA,17,unsexed,0.00708,NA,3.221,0.9801,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Te Bati,NA,162,adults,3,1992-11-21T00:00:00Z,NA,1993-04-26T00:00:00Z,NA,NA,NA
80,Chanos chanos,447,95,98,4886,NA,NA,NA,NA,NA,58,unsexed,0.0176,NA,2.821,0.7225,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Naujan Bay,NA,608,adults,3,1992-11-21T00:00:00Z,NA,1993-04-26T00:00:00Z,NA,NA,NA
80,Chanos chanos,448,95,98,4886,NA,NA,NA,NA,NA,38,unsexed,0.0191,NA,2.967,0.9409,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Isles Lagoon,NA,162,adults,3,1992-11-21T00:00:00Z,NA,1993-04-26T00:00:00Z,NA,NA,NA
80,Chanos chanos,449,95,98,4886,NA,NA,NA,NA,NA,29,unsexed,0.0254,NA,2.901,0.7569,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Pelican Lagoon,NA,162,adults,3,1992-11-21T00:00:00Z,NA,1993-04-26T00:00:00Z,NA,NA,NA
80,Chanos chanos,450,95,98,4886,NA,NA,NA,NA,NA,7,unsexed,0.0262,NA,2.851,0.9801,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Main camp-ocean,NA,162,adults,3,1992-11-21T00:00:00Z,NA,1993-04-26T00:00:00Z,NA,NA,NA
80,Chanos chanos,451,95,98,4886,NA,NA,NA,NA,NA,72,unsexed,0.034,NA,2.823,0.7396,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Hamtik, Panay I.",NA,608,adults,3,1992-11-21T00:00:00Z,NA,1993-04-26T00:00:00Z,NA,NA,NA
80,Chanos chanos,452,95,98,4886,NA,NA,NA,NA,NA,177,Unsexed,0.0357,NA,2.781,0.9604,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Oahu coasts,NA,840B,adults,3,1992-11-21T00:00:00Z,1267,2008-06-17T15:13:13Z,NA,NA,NA
80,Chanos chanos,453,95,98,26587,14.5,31,FL,NA,yes,96,juvenile,0.00731,0.00398,3.251,0.9604,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-12T00:00:00Z,3,2012-03-30T00:00:00Z,NA,NA,NA
80,Chanos chanos,454,95,98,37813,19.3,26.8,SL,NA,yes,5,juvenile,0.0204,0.00936,3.024,0.988,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"estuaries, 1993-99",37813,710,NA,3,2001-04-20T00:00:00Z,3,2012-03-30T00:00:00Z,NA,NA,NA
80,Chanos chanos,455,95,98,51108,5.93,8.29,SL,NA,yes,7,juvenile,0.007,NA,3.28,0.93896,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"El Conchalito swamp, Baja California, 1996-98",51108,484,NA,393,2008-07-03T00:00:00Z,3,2012-03-30T00:00:00Z,NA,NA,NA
80,Chanos chanos,456,95,98,55787,14.5,35,FL,NA,yes,85,juvenile,0.00474,0.00252,3.38911,0.95648,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  9.1%,1531,2005-12-06T00:00:00Z,3,2012-03-30T00:00:00Z,NA,NA,NA
80,Chanos chanos,457,95,NA,85823,12,19.2,SL,NA,NA,NA,juvenile,0.021,NA,2.91,0.96,NA,NA,NA,NA,0.006,0.081,2.41,3.4,type I linear regression,"Pampanga River, Candaba, 2007-2008",85823,608,NA,3,2011-05-18T00:00:00Z,NA,2012-10-05T00:00:00Z,NA,NA,NA
80,Chanos chanos,458,95,NA,85827,2.23,10.8,FL,NA,NA,NA,juvenile,0.0087,NA,3.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Naburut lagoon, 1979 (May)",85827,608,juveniles in the wild.,3,2010-12-29T00:00:00Z,3,2010-12-29T00:00:00Z,NA,NA,NA
5598,Cheilinus chlorourus,7469,5890,362,26587,4.2,32,FL,NA,NA,22,unsexed,0.0293,0.0293,2.849,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-17T00:00:00Z,3,1998-05-21T00:00:00Z,NA,NA,NA
5598,Cheilinus chlorourus,7470,5890,362,55787,4.2,32,FL,NA,NA,44,mixed,0.01972,0.01972,2.99315,0.98804,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  11.7%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
